Serial No.,Independent Variable,Tertile,Prevalence_Difference,CI_Lower,CI_Upper,P_Value
0,Transportation,2,0.0,,,
1,Transportation,3,0.0,,,
2,Nature,2,0.0,,,
3,Nature,3,0.0,,,
4,Poverty,2,0.0,,,
5,Poverty,3,0.0,,,

M10 [CHILD IMMUNIZATION]


Number of cases of Abscess reported following immunisation [Adverse Event Following Immunisation (AEFI)]
Serial No.,Independent Variable,Tertile,Prevalence_Difference,CI_Lower,CI_Upper,P_Value
0,Transportation,2,0.0,,,
1,Transportation,3,0.0,,,
2,Nature,2,0.0,,,
3,Nature,3,0.0,,,
4,Poverty,2,0.0,,,
5,Poverty,3,0.0,,,

Number of cases of Death reported following immunisation [Adverse Event Following Immunisation (AEFI)]
Serial No.,Independent Variable,Tertile,Prevalence_Difference,CI_Lower,CI_Upper,P_Value
0,Transportation,2,0.0,,,
1,Transportation,3,0.0,,,
2,Nature,2,0.0,,,
3,Nature,3,0.0,,,
4,Poverty,2,0.0,,,
5,Poverty,3,0.0,,,

Number of cases of other complications reported following immunisation [Adverse Event Following Immunisation (AEFI)]
Serial No.,Independent Variable,Tertile,Prevalence_Difference,CI_Lower,CI_Upper,P_Value
0,Transportation,2,0.0,,,
1,Transportation,3,0.0,,,
2,Nature,2,0.0,,,
3,Nature,3,0.0,,,
4,Poverty,2,0.0,,,
5,Poverty,3,0.0,,,

M13 [Blindness Control Programme]


Number of children provided free glasses
Serial No.,Independent Variable,Tertile,Prevalence_Difference,CI_Lower,CI_Upper,P_Value
0,Transportation,2,0.9629937044596921,-1.20836124734279,3.1343486562621745,0.38471476497013957
1,Transportation,3,-0.062332563277802414,-0.32279534396983167,0.19813021741422687,0.6390352368488805
2,Nature,2,0.033585504111082326,-0.19624635744772154,0.26341736566988616,0.7745633334661399
3,Nature,3,1.5522296803616802,-1.7112476551093156,4.815707015832676,0.3512172324833984
4,Poverty,2,-0.1361144173195477,-0.5613206431266098,0.2890918084875144,0.5303894084498616
5,Poverty,3,1.482402423705746,-1.6115462544177057,4.576351101829198,0.3476913251888887

Number of eyes utilised for corneal transplant
Serial No.,Independent Variable,Tertile,Prevalence_Difference,CI_Lower,CI_Upper,P_Value
0,Transportation,2,0.0,0.0,0.0,
1,Transportation,3,0.0,0.0,0.0,
2,Nature,2,0.0,0.0,0.0,
3,Nature,3,0.0,0.0,0.0,
4,Poverty,2,0.0,0.0,0.0,
5,Poverty,3,0.0,0.0,0.0,
